# n, <n|PHOT>
0.000000 0.986540
1.000000 -0.005859
2.000000 0.154631
3.000000 -0.001983
4.000000 0.051045
5.000000 -0.000730
6.000000 0.011776
7.000000 -0.000238
8.000000 0.006350
9.000000 -0.000008
