# n, <n|PHOT>
0.000000 0.956092
1.000000 -0.000616
2.000000 0.266987
3.000000 -0.000155
4.000000 0.106417
5.000000 0.000099
6.000000 0.049033
7.000000 0.000170
8.000000 0.024820
9.000000 0.000112
