# n, <n|PHOT>
0.000000 0.998166
1.000000 0.000793
2.000000 0.058475
3.000000 0.000612
4.000000 0.015280
5.000000 0.000300
6.000000 0.002859
7.000000 0.000058
8.000000 0.001115
9.000000 -0.000011
