# n, <n|PHOT>
0.000000 0.987212
1.000000 -0.000008
2.000000 0.154101
3.000000 0.000211
4.000000 0.038663
5.000000 0.000138
6.000000 0.012139
7.000000 0.000062
8.000000 0.004457
9.000000 0.000014
