# n, <n|PHOT>
0.000000 0.992678
1.000000 0.003882
2.000000 0.116297
3.000000 0.002793
4.000000 0.030420
5.000000 0.001641
6.000000 0.009725
7.000000 0.000746
8.000000 0.003664
9.000000 0.000418
