# n, <n|PHOT>
0.000000 0.977440
1.000000 0.000871
2.000000 0.194398
3.000000 0.000662
4.000000 0.077390
5.000000 0.000240
6.000000 0.025058
7.000000 0.000079
8.000000 0.013003
9.000000 -0.000003
