# n, <n|PHOT>
0.000000 0.996717
1.000000 -0.003877
2.000000 0.080000
3.000000 0.000332
4.000000 0.011629
5.000000 -0.000171
6.000000 0.002138
7.000000 0.000039
8.000000 0.000639
9.000000 0.000004
