# n, <n|PHOT>
0.000000 0.990026
1.000000 0.000033
2.000000 0.137775
3.000000 0.000277
4.000000 0.028438
5.000000 -0.000007
6.000000 0.007218
7.000000 -0.000015
8.000000 0.002027
9.000000 0.000040
